school,meal_type,food_item,recommended_quantity
aldrin elementary,Lunch,Soft Pretzel(1 pretzel),9
aldrin elementary,Lunch,Cherry Flavored Dried Cranberries(Each),8
aldrin elementary,Lunch,Cooked  Brown Rice(1 cup cooked),8
aldrin elementary,Lunch,Marinara Sauce(1/2 cup),8
aldrin elementary,Lunch,Strawberry Flavored Dried Cranberries(Each),8
aldrin elementary,Lunch,Watermelon Flavored Dried Cranberries(Each),8
aldrin elementary,Lunch,Baby Carrots(6 Baby Carrots per 1/2 cup),7
aldrin elementary,Lunch,Cheeseburger(Sandwich),7
aldrin elementary,Lunch,Chocolate Chip Cookie(1/2 Cookie),7
aldrin elementary,Lunch,Potato Wedges(7 pieces),7
aldrin elementary,Lunch,"Apple Slices(3 slices, 1/4 cup)",6
aldrin elementary,Lunch,Chickenless Bites(4 Bites),6
aldrin elementary,Lunch,Corn(1/4 cup (thawed)),6
aldrin elementary,Lunch,Nachos with Cheese Sauce(Serving),6
aldrin elementary,Lunch,Strawberry & Banana Yogurt Power Pack(Power Packs),6
aldrin elementary,Lunch,Asian Veggie Sub(sandwich),5
aldrin elementary,Lunch,Blueberry Bread(1 square),5
aldrin elementary,Lunch,Cheez-Its Crackers(Package),5
aldrin elementary,Lunch,Corn(1/2 cup (cooked)),5
aldrin elementary,Lunch,Gala Apple(Each),5
aldrin elementary,Lunch,Grape Tomatoes(1/4 cup),5
aldrin elementary,Lunch,Nachos with Turkey Barbacoa and Cheese Sauce(Serving),5
aldrin elementary,Lunch,Whole Wheat Dinner Roll(Each),5
aldrin elementary,Lunch,Apple Juice(Each),4
aldrin elementary,Lunch,Beef Meatball Sub Sandwich(Sandwich),4
aldrin elementary,Lunch,"Bread, Loco(1/2 piece)",4
aldrin elementary,Lunch,"Bread, Loco(flatbread)",4
aldrin elementary,Lunch,Celery Sticks(1/2 cup),4
aldrin elementary,Lunch,Chickenless Bites(2 Bites),4
aldrin elementary,Lunch,Chilled Peaches(1/2 cup (drained)),4
aldrin elementary,Lunch,Chilled Peaches(1/4 cup (drained)),4
aldrin elementary,Lunch,Orange Chicken(4 Bites w/ 1oz sauce),4
aldrin elementary,Lunch,Orange Flavored Dried Cranberries(Each),4
aldrin elementary,Lunch,"Peppers, red, pre-sliced(1/2 cup sliced)",4
aldrin elementary,Lunch,"Salsa, Mild Canned(1.5 oz)",4
aldrin elementary,Lunch,Whole Strawberries(1/2 cup thawed),4
aldrin elementary,Lunch,Apple Slices(6 Slices per 1/2 cup),3
aldrin elementary,Lunch,Asian Meatball Sub(sandwich),3
aldrin elementary,Lunch,Bean and Cheese Pupusa(Pupusa),3
aldrin elementary,Lunch,Black Beans(1/2 Cup),3
aldrin elementary,Lunch,Black Beans(1/4 Cup),3
aldrin elementary,Lunch,Cheese Quesadilla(Quesadilla),3
aldrin elementary,Lunch,Cherry Vanilla Yogurt Power Pack(Power Packs),3
aldrin elementary,Lunch,Chicken Masala Drumstick(Drumstick),3
aldrin elementary,Lunch,Doritos Wild White Nacho Flavored Tortilla Chips(Bag),3
aldrin elementary,Lunch,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",3
aldrin elementary,Lunch,"Fruit Snacks, Welch's Mixed(Each)",3
aldrin elementary,Lunch,Graham Crackers(Package),3
aldrin elementary,Lunch,Grilled Cheese Sandwich(Sandwich),3
aldrin elementary,Lunch,IW Applesauce Cup(Each),3
aldrin elementary,Lunch,Lettuce Blend Salad Mix(1 cup),3
aldrin elementary,Lunch,Marinara Sauce(1/4 Cup),3
aldrin elementary,Lunch,Orange Sauce(ounce),3
aldrin elementary,Lunch,Orange Slices(6 Slices per 1/2 cup),3
aldrin elementary,Lunch,Pasta with Meat Sauce(serving),3
aldrin elementary,Lunch,Peach Yogurt Power Pack(Power Packs),3
aldrin elementary,Lunch,"Penne Pasta with Marinara and Beef Meatballs(cup cooked pasta, 1/2c sauce, 5 meatballs)",3
aldrin elementary,Lunch,Raspberry Lemonade Flavored Dried Cranberries(Each),3
aldrin elementary,Lunch,Roasted Plantains(6 Slices),3
aldrin elementary,Lunch,Smartfood RF White Cheddar Popcorn(Each),3
aldrin elementary,Lunch,Spicy Chicken Wrap(Wrap),3
aldrin elementary,Lunch,Steamed Broccoli(1/2 cup),3
aldrin elementary,Lunch,Tex Mex Corn(1/2 cup),3
aldrin elementary,Lunch,Alfredo & Basil Lasagna(Each),2
aldrin elementary,Lunch,Applesauce(1/2 Cup),2
aldrin elementary,Lunch,"Cheese, Shredded, Cheddar(1/4 cup)",2
aldrin elementary,Lunch,Chicken & Vegetable Dumplings(6 dumplings),2
aldrin elementary,Lunch,Chickpeas - salad bar entree(1/2 cup),2
aldrin elementary,Lunch,Cucumber Slices(6 Slices per 1/2 cup),2
aldrin elementary,Lunch,Doritos Flamas(Each),2
aldrin elementary,Lunch,Fish Tacos(2 Tacos),2
aldrin elementary,Lunch,Orange Chickenless Bites(4 bites),2
aldrin elementary,Lunch,Orange Tangerine Juice(Each),2
aldrin elementary,Lunch,Orange(6 Slices per 1/2 cup),2
aldrin elementary,Lunch,"Peppers, green, pre-sliced(1/2 cup sliced)",2
aldrin elementary,Lunch,Potato Wedges(4 pieces),2
aldrin elementary,Lunch,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium(2 TBSP)",2
aldrin elementary,Lunch,"Sauce, Spicy Mayo(tbsp)",2
aldrin elementary,Lunch,Sour Cream(2 Tablespoons),2
aldrin elementary,Lunch,Steamed Baby Carrots(1/2 cup),2
aldrin elementary,Lunch,"WG 10"" Flour Tortilla(Tortilla)",2
aldrin elementary,Lunch,1% Unflavored Shelf-Stable Milk(Each),1
aldrin elementary,Lunch,"Apple, Slices, IW - ER Supper Only(Each)",1
aldrin elementary,Lunch,BBQ Chicken Drumstick(Drumstick),1
aldrin elementary,Lunch,Black Beans - salad bar entree(1/2 cup),1
aldrin elementary,Lunch,Broccoli Florets(6 Pieces per 1/2 cup),1
aldrin elementary,Lunch,"Carrots, Shredded(Cup)",1
aldrin elementary,Lunch,Chana Masala(1/2 cup),1
aldrin elementary,Lunch,Cherry Flavored Dried Cranberries(2 Eaches),1
aldrin elementary,Lunch,Chickpeas(1/2 cup),1
aldrin elementary,Lunch,Cool Ranch Reduced Fat Doritos(Each),1
aldrin elementary,Lunch,Corn(2 Tablespoons (thawed)),1
aldrin elementary,Lunch,Cucumber Slices(2 Tablespoon),1
aldrin elementary,Lunch,Cucumbers(1/2 cup sliced),1
aldrin elementary,Lunch,Doritos RF Nacho Cheese(Each),1
aldrin elementary,Lunch,Doritos RF Spicy Sweet Chili(Each),1
aldrin elementary,Lunch,Fresh Whole Pear(Each),1
aldrin elementary,Lunch,Grape Tomatoes(6 Tomatoes per 1/2 cup),1
aldrin elementary,Lunch,Hot Turkey & Cheese(sandwich),1
aldrin elementary,Lunch,Kellogg’s W/G Rice Krispies Treats(Each),1
aldrin elementary,Lunch,Kettle Cooked Smoky BBQ Chips(Each),1
aldrin elementary,Lunch,Lay's RF Kettle Original Chips(Each),1
aldrin elementary,Lunch,Manager's Vegetable Choice(1/2 cup),1
aldrin elementary,Lunch,Mandarin Orange Pepper Fruit Salsa(1 TBSP),1
aldrin elementary,Lunch,Nachos with Taco Meat and Cheese Sauce(Serving Size),1
aldrin elementary,Lunch,Natural Breakfast Syrup(Each),1
aldrin elementary,Lunch,"Onions, Red, Whole(2 Tablespoons (sliced))",1
aldrin elementary,Lunch,Orange Flavored Dried Cranberries(2 Eaches),1
aldrin elementary,Lunch,Orange(Each - serving),1
aldrin elementary,Lunch,Original Flavored Dried Cranberries(Package),1
aldrin elementary,Lunch,"Patty, Chicken, Breaded, WG(2 strips)",1
aldrin elementary,Lunch,"Patty, Chicken, Spicy, Breaded(2 strips)",1
aldrin elementary,Lunch,"Peppers, Green, Whole(2 Tablespoon)",1
aldrin elementary,Lunch,"Peppers, Red, Whole(2 Tablespoons)",1
aldrin elementary,Lunch,"Quesadilla, Turkey Barbacoa and Cheese(Quesadilla)",1
aldrin elementary,Lunch,RF Kettle Chips Jalapeno & Cheddar Chips(Each),1
aldrin elementary,Lunch,RF Kettle Chips Sea Salt & Vinegar Chips(Each),1
aldrin elementary,Lunch,Roasted Plantains(3 Slices),1
aldrin elementary,Lunch,SS Baked Cheetos Flaming Hot(Each),1
aldrin elementary,Lunch,SS Baked Cheetos Flaming Limon(Each),1
aldrin elementary,Lunch,SS Cheetos Fantastix Flaming Hot(Each),1
aldrin elementary,Lunch,"Sandwich, Turkey & Cheese(sandwich)",1
aldrin elementary,Lunch,Strawberry Chex Mix(Package),1
aldrin elementary,Lunch,Strawberry Flavored Dried Cranberries(2 Eaches),1
aldrin elementary,Lunch,Strawberry Parfait Power Pack(Power Pack),1
aldrin elementary,Lunch,Sub Roll(Sub Roll),1
aldrin elementary,Lunch,Turkey Barbacoa Arepa(1 Arepa + #10 scoop of turkey barbacoa),1
aldrin elementary,Lunch,Turkey Pepperoni Pizza(1.37 oz),1
aldrin elementary,Lunch,Vegan Burger(Sandwich),1
aldrin elementary,Lunch,Vegetable Dumpling(6 dumplings),1
aldrin elementary,Lunch,WG Baked Funyuns(Each),1
aldrin elementary,Lunch,WG Chocolate Chip Rice Krispy Treats(Each),1
aldrin elementary,Lunch,Watermelon Flavored Dried Cranberries(2 Eaches),1
annandale high,Breakfast,Apple Juice(Each),506
annandale high,Breakfast,Orange Tangerine Juice(Each),274
annandale high,Breakfast,Mini Maple Pancakes(Package),234
annandale high,Breakfast,1% White Milk(Each),229
annandale high,Breakfast,Bagel(Bagel),110
annandale high,Breakfast,Cream Cheese(Each),85
annandale high,Breakfast,Honey Cheerios Cereal(Each),85
annandale high,Breakfast,Red Delicious Apple(Each - serving),85
annandale high,Breakfast,"Cinnamon Toast Crunch Cereal, 25% Less Sugar(Each)",77
annandale high,Breakfast,Cinnamon Chex Cereal(Each),71
annandale high,Breakfast,Blueberry Chex Cereal(Each),62
annandale high,Breakfast,Fat Free White Milk(Each),60
annandale high,Breakfast,Banana(Each),56
annandale high,Breakfast,String Cheese(1 Stick),54
annandale high,Breakfast,Natural Breakfast Syrup(Each),39
annandale high,Breakfast,Natural Grape Jam(Packet),29
annandale high,Breakfast,"Batter, Pumpkin Bread(1oz Grain (1/64 Baked Pan))",22
annandale high,Breakfast,Mandarin Orange Parfait(Parfait),22
annandale high,Breakfast,Orange(6 Slices per 1/2 cup),22
annandale high,Breakfast,Apple Cinnamon Bread(1oz Grain (1/64 Baked Pan)),19
annandale high,Breakfast,Chicken & Biscuit Sandwich(Sandwich),19
annandale high,Breakfast,Egg and American Cheese on Bagel(Sandwich),17
annandale high,Breakfast,Strawberry Parfait(Parfait),16
annandale high,Breakfast,Turkey Sausage Breakfast Biscuit(Sandwich),16
annandale high,Breakfast,Chilled Peaches(1/2 cup (drained)),15
annandale high,Breakfast,Egg and American Cheese on Biscuit(Sandwich),15
annandale high,Breakfast,Blueberry Bread(1 square),13
annandale high,Breakfast,Orange Slices(3 slices per 1/4 cup),12
annandale high,Breakfast,Blueberry Muffin Top(Muffin Top),10
annandale high,Breakfast,"Sandwich, Breakfast. Bagel, Turkey Sausage(Sandwich)",10
annandale high,Breakfast,Applesauce(1/2 Cup),9
annandale high,Breakfast,"Parfait, Triple Berry(Parfait)",9
annandale high,Breakfast,Blueberry Bread(1oz Grain (1/64 Baked Pan)),8
annandale high,Breakfast,Golden Delicious Apple(Each),6
annandale high,Breakfast,Biscuit(Biscuit),5
annandale high,Breakfast,Chilled Mandarin Oranges(1/2 cup (drained)),5
annandale high,Breakfast,1% Unflavored Shelf-Stable Milk(Each),4
annandale high,Breakfast,Apple Cinnamon Bread(2oz Grain (1/32 Baked Pan)),4
annandale high,Breakfast,Chilled Pineapple(1/2 cup),4
annandale high,Breakfast,Egg and American Cheese on English Muffin(Sandwich),4
annandale high,Breakfast,Apple Cinnamon Bread (Grain for entree)(1 square),3
annandale high,Breakfast,Apple Slices(3 slices per 1/4 cup),3
annandale high,Breakfast,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",3
annandale high,Breakfast,IW Applesauce Cup(Each),3
annandale high,Breakfast,Mini Maple Waffles(Package),3
annandale high,Breakfast,"Apple, Slices, IW - ER Supper Only(Each)",2
annandale high,Breakfast,Assorted Craisins(Packet),2
annandale high,Breakfast,Bottled Water(Bottle),2
annandale high,Breakfast,Fat Free Unflavored Shelf-Stable Milk(Each),2
annandale high,Breakfast,Graham Crackers(Package),2
annandale high,Breakfast,"Lactose Free, White Milk(Each)",2
annandale high,Breakfast,"Milk, Lactose Free,  Fat Free, Shelf-Stable(Each)",2
annandale high,Breakfast,Strawberry Flavored Dried Cranberries(2 Eaches),2
annandale high,Breakfast,Whole Strawberries(1/2 cup thawed),2
annandale high,Breakfast,"Apple Slices(3 slices, 1/4 cup)",1
annandale high,Breakfast,"Batter, Pumpkin Bread(2oz Grain (1/32Baked Pan))",1
annandale high,Breakfast,"Cereal, Cinnamon Toast Crunch 1 oz (Sub)(Each)",1
annandale high,Breakfast,Cherry Flavored Dried Cranberries(2 Eaches),1
annandale high,Breakfast,Chicken Tenders(3 tenders),1
annandale high,Breakfast,Gala Apple(Each),1
annandale high,Breakfast,Granola(1/4 cup),1
annandale high,Breakfast,Maple Belgian Waffle(Waffle),1
annandale high,Breakfast,Natural Blackberry Jam(Packet),1
annandale high,Breakfast,Orange Flavored Dried Cranberries(2 Eaches),1
annandale high,Breakfast,Orange Slices(6 Slices per 1/2 cup),1
annandale high,Breakfast,Orange(1/4 cup),1
annandale high,Breakfast,Orange(Each - serving),1
annandale high,Breakfast,Peach Parfait(Parfait),1
annandale high,Breakfast,Pumpkin Bread(1 square),1
annandale high,Breakfast,Raspberry Lemonade Flavored Dried Cranberries(2 Eaches),1
annandale high,Breakfast,Strawberry Flavored Dried Cranberries(Each),1
annandale high,Lunch,Fat Free Chocolate Milk(Each),638
annandale high,Lunch,Lettuce Blend Salad Mix(1/2 cup),407
annandale high,Lunch,Ketchup Packet(Packet),383
annandale high,Lunch,Apple Slices(3 slices per 1/4 cup),228
annandale high,Lunch,Ranch Dressing(1 ounce),225
annandale high,Lunch,PB&J Power Pack(Power Packs),174
annandale high,Lunch,Orange Slices(3 slices per 1/4 cup),170
annandale high,Lunch,1% White Milk(Each),153
annandale high,Lunch,Chicken Tenders(3 tenders),149
annandale high,Lunch,Manager's Vegetable Choice(1/4 cup),144
annandale high,Lunch,Banana(Each),140
annandale high,Lunch,Orange(1/4 cup),124
annandale high,Lunch,Red Seedless Grapes(16 grapes per 1/2 cup),121
annandale high,Lunch,Cheese Pizza(Slice),120
annandale high,Lunch,Mayonnaise Packet(Packet),116
annandale high,Lunch,Red Delicious Apple(Each - serving),115
annandale high,Lunch,Chocolate Chip Cookie(Cookie),104
annandale high,Lunch,Red Seedless Grapes(8 grapes per 1/4 cup),102
annandale high,Lunch,Baby Carrots(3 baby carrots per 1/4 cup),93
annandale high,Lunch,Italian Dressing(1 ounce),82
annandale high,Lunch,Turkey Pepperoni Pizza(Slice),79
annandale high,Lunch,Cucumber Slices(1/4 cup),77
annandale high,Lunch,Baked Cheese Sticks(2 Cheese Sticks),70
annandale high,Lunch,Chilled Mandarin Oranges(1/2 cup (drained)),66
annandale high,Lunch,Golden Delicious Apple(Each),59
annandale high,Lunch,Broccoli Florets(1/4 cup),56
annandale high,Lunch,Fat Free White Milk(Each),56
annandale high,Lunch,Mustard Packet(Packet),54
annandale high,Lunch,Spicy Breaded Chicken Patty on Bun(Sandwich),54
annandale high,Lunch,Whole Wheat Dinner Roll(2 rolls),54
annandale high,Lunch,Chilled Mandarin Oranges(1/4 cup (drained)),47
annandale high,Lunch,Cherry Tomatoes(1/4 cup),46
annandale high,Lunch,Cooked  Brown Rice(1/2 cup cooked),45
annandale high,Lunch,Chickpeas(1/4 cup),44
annandale high,Lunch,Bottled Water(Bottle),43
annandale high,Lunch,Soft Pretzel(1 pretzel),43
annandale high,Lunch,Strawberry Flavored Dried Cranberries(Each),42
annandale high,Lunch,Cherry Flavored Dried Cranberries(Each),41
annandale high,Lunch,Marinara Sauce(1/2 cup),39
annandale high,Lunch,Watermelon Flavored Dried Cranberries(Each),39
annandale high,Lunch,Chocolate Chip Cookie(1/2 Cookie),37
annandale high,Lunch,Cooked  Brown Rice(1 cup cooked),37
annandale high,Lunch,Cheeseburger(Sandwich),35
annandale high,Lunch,Potato Wedges(7 pieces),35
annandale high,Lunch,Baby Carrots(6 Baby Carrots per 1/2 cup),33
annandale high,Lunch,Corn(1/4 cup (thawed)),32
annandale high,Lunch,Chickenless Bites(4 Bites),31
annandale high,Lunch,"Apple Slices(3 slices, 1/4 cup)",29
annandale high,Lunch,Nachos with Cheese Sauce(Serving),28
annandale high,Lunch,Strawberry & Banana Yogurt Power Pack(Power Packs),28
annandale high,Lunch,Blueberry Bread(1 square),26
annandale high,Lunch,Cheez-Its Crackers(Package),26
annandale high,Lunch,Corn(1/2 cup (cooked)),25
annandale high,Lunch,Grape Tomatoes(1/4 cup),25
annandale high,Lunch,Whole Wheat Dinner Roll(Each),25
annandale high,Lunch,Gala Apple(Each),24
annandale high,Lunch,Asian Veggie Sub(sandwich),23
annandale high,Lunch,Nachos with Turkey Barbacoa and Cheese Sauce(Serving),23
annandale high,Lunch,Celery Sticks(1/2 cup),22
annandale high,Lunch,Beef Meatball Sub Sandwich(Sandwich),21
annandale high,Lunch,Orange Chicken(4 Bites w/ 1oz sauce),21
annandale high,Lunch,"Peppers, red, pre-sliced(1/2 cup sliced)",20
annandale high,Lunch,Chilled Peaches(1/2 cup (drained)),19
annandale high,Lunch,Chilled Peaches(1/4 cup (drained)),19
annandale high,Lunch,Orange Flavored Dried Cranberries(Each),19
annandale high,Lunch,"Salsa, Mild Canned(1.5 oz)",19
annandale high,Lunch,Apple Juice(Each),18
annandale high,Lunch,"Bread, Loco(flatbread)",18
annandale high,Lunch,Chickenless Bites(2 Bites),18
annandale high,Lunch,Whole Strawberries(1/2 cup thawed),18
annandale high,Lunch,Asian Meatball Sub(sandwich),17
annandale high,Lunch,Black Beans(1/4 Cup),17
annandale high,Lunch,"Bread, Loco(1/2 piece)",17
annandale high,Lunch,Doritos Wild White Nacho Flavored Tortilla Chips(Bag),17
annandale high,Lunch,Roasted Plantains(6 Slices),17
annandale high,Lunch,Apple Slices(6 Slices per 1/2 cup),16
annandale high,Lunch,Cheese Quesadilla(Quesadilla),16
annandale high,Lunch,Cherry Vanilla Yogurt Power Pack(Power Packs),16
annandale high,Lunch,Marinara Sauce(1/4 Cup),16
annandale high,Lunch,Peach Yogurt Power Pack(Power Packs),16
annandale high,Lunch,Raspberry Lemonade Flavored Dried Cranberries(Each),16
annandale high,Lunch,"Frozen Berry, Triple Berry Blend(1/2 cup (thawed))",15
annandale high,Lunch,Grilled Cheese Sandwich(Sandwich),15
annandale high,Lunch,Lettuce Blend Salad Mix(1 cup),15
annandale high,Lunch,Smartfood RF White Cheddar Popcorn(Each),15
annandale high,Lunch,Pasta with Meat Sauce(serving),14
annandale high,Lunch,Steamed Broccoli(1/2 cup),14
annandale high,Lunch,Bean and Cheese Pupusa(Pupusa),13
annandale high,Lunch,Black Beans(1/2 Cup),13
annandale high,Lunch,Chicken Masala Drumstick(Drumstick),13
annandale high,Lunch,"Fruit Snacks, Welch's Mixed(Each)",13
annandale high,Lunch,Graham Crackers(Package),13
annandale high,Lunch,IW Applesauce Cup(Each),13
annandale high,Lunch,Orange Sauce(ounce),13
annandale high,Lunch,Orange Slices(6 Slices per 1/2 cup),13
annandale high,Lunch,"Penne Pasta with Marinara and Beef Meatballs(cup cooked pasta, 1/2c sauce, 5 meatballs)",13
annandale high,Lunch,Spicy Chicken Wrap(Wrap),13
annandale high,Lunch,Tex Mex Corn(1/2 cup),13
annandale high,Lunch,Alfredo & Basil Lasagna(Each),12
annandale high,Lunch,Applesauce(1/2 Cup),11
annandale high,Lunch,"Cheese, Shredded, Cheddar(1/4 cup)",11
annandale high,Lunch,Chicken & Vegetable Dumplings(6 dumplings),11
annandale high,Lunch,Cucumber Slices(6 Slices per 1/2 cup),11
annandale high,Lunch,Orange Chickenless Bites(4 bites),11
annandale high,Lunch,Orange Tangerine Juice(Each),10
annandale high,Lunch,Sour Cream(2 Tablespoons),10
annandale high,Lunch,Chickpeas - salad bar entree(1/2 cup),9
annandale high,Lunch,Fish Tacos(2 Tacos),9
annandale high,Lunch,"Sauce, Spicy Mayo(tbsp)",9
annandale high,Lunch,Steamed Baby Carrots(1/2 cup),9
annandale high,Lunch,Orange(6 Slices per 1/2 cup),8
annandale high,Lunch,"Peppers, green, pre-sliced(1/2 cup sliced)",8
annandale high,Lunch,Potato Wedges(4 pieces),8
annandale high,Lunch,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium(2 TBSP)",8
annandale high,Lunch,Doritos Flamas(Each),7
annandale high,Lunch,Manager's Vegetable Choice(1/2 cup),7
annandale high,Lunch,Orange(Each - serving),7
annandale high,Lunch,"Quesadilla, Turkey Barbacoa and Cheese(Quesadilla)",7
annandale high,Lunch,RF Kettle Chips Jalapeno & Cheddar Chips(Each),7
annandale high,Lunch,RF Kettle Chips Sea Salt & Vinegar Chips(Each),7
annandale high,Lunch,SS Baked Cheetos Flaming Hot(Each),7
annandale high,Lunch,Vegetable Dumpling(6 dumplings),7
annandale high,Lunch,"WG 10"" Flour Tortilla(Tortilla)",7
annandale high,Lunch,Black Beans - salad bar entree(1/2 cup),6
annandale high,Lunch,Mandarin Orange Pepper Fruit Salsa(1 TBSP),6
annandale high,Lunch,BBQ Chicken Drumstick(Drumstick),5
annandale high,Lunch,Broccoli Florets(6 Pieces per 1/2 cup),5
annandale high,Lunch,Chickpeas(1/2 cup),5
annandale high,Lunch,Corn(2 Tablespoons (thawed)),5
annandale high,Lunch,Doritos RF Spicy Sweet Chili(Each),5
annandale high,Lunch,Kettle Cooked Smoky BBQ Chips(Each),5
annandale high,Lunch,"Onions, Red, Whole(2 Tablespoons (sliced))",5
annandale high,Lunch,Original Flavored Dried Cranberries(Package),5
annandale high,Lunch,"Patty, Chicken, Breaded, WG(2 strips)",5
annandale high,Lunch,Roasted Plantains(3 Slices),5
annandale high,Lunch,Sub Roll(Sub Roll),5
annandale high,Lunch,Turkey Barbacoa Arepa(1 Arepa + #10 scoop of turkey barbacoa),5
annandale high,Lunch,1% Unflavored Shelf-Stable Milk(Each),4
annandale high,Lunch,Chana Masala(1/2 cup),4
annandale high,Lunch,Cherry Flavored Dried Cranberries(2 Eaches),4
annandale high,Lunch,Cucumbers(1/2 cup sliced),4
annandale high,Lunch,Doritos RF Nacho Cheese(Each),4
annandale high,Lunch,Grape Tomatoes(6 Tomatoes per 1/2 cup),4
annandale high,Lunch,Hot Turkey & Cheese(sandwich),4
annandale high,Lunch,Kellogg’s W/G Rice Krispies Treats(Each),4
