school,meal_type,food_item,recommended_quantity
aldrin elementary,Breakfast,Roasted Sunflower Seeds (Package),1
aldrin elementary,Breakfast,"Sandwich, Turkey & Cheese (sandwich)",1
aldrin elementary,Breakfast,Strawberry Smoothie (8oz portion),1
aldrin elementary,Breakfast,Triple Berry Parfait Power Pack (Power Pack),1
aldrin elementary,Breakfast,Turkey & Cheese on Biscuit (Sandwich),1
aldrin elementary,Breakfast,"Waffle (Grain), Belgian, Buttery Maple, Bulk (Waffle)",1
aldrin elementary,Breakfast,Watermelon Flavored Dried Cranberries (2 Eaches),1
aldrin elementary,Breakfast,Whole Wheat Dinner Roll (2 rolls),1
aldrin elementary,Breakfast,Whole Wheat Dinner Roll (Each),1
aldrin elementary,Lunch,Fat Free Chocolate Milk (Each),2376
aldrin elementary,Lunch,Lettuce Blend Salad Mix (1/2 cup),1509
aldrin elementary,Lunch,Ketchup Packet (Packet),1419
aldrin elementary,Lunch,Apple Slices (3 slices per 1/4 cup),842
aldrin elementary,Lunch,Ranch Dressing (1 ounce),835
aldrin elementary,Lunch,PB&J Power Pack (Power Packs),666
aldrin elementary,Lunch,Orange Slices (3 slices per 1/4 cup),630
aldrin elementary,Lunch,Chicken Tenders (3 tenders),580
aldrin elementary,Lunch,1% White Milk (Each),568
aldrin elementary,Lunch,Manager's Vegetable Choice (1/4 cup),534
aldrin elementary,Lunch,Banana (Each),518
aldrin elementary,Lunch,Chocolate Chip Cookie (Cookie),499
aldrin elementary,Lunch,Orange (1/4 cup),460
aldrin elementary,Lunch,Cheese Pizza (Slice),458
aldrin elementary,Lunch,Red Seedless Grapes (16 grapes per 1/2 cup),449
aldrin elementary,Lunch,Mayonnaise Packet (Packet),430
aldrin elementary,Lunch,Red Delicious Apple (Each - serving),428
aldrin elementary,Lunch,Red Seedless Grapes (8 grapes per 1/4 cup),376
aldrin elementary,Lunch,Baby Carrots (3 baby carrots per 1/4 cup),344
aldrin elementary,Lunch,Turkey Pepperoni Pizza (Slice),304
aldrin elementary,Lunch,Italian Dressing (1 ounce),302
aldrin elementary,Lunch,Cucumber Slices (1/4 cup),285
aldrin elementary,Lunch,Baked Cheese Sticks (2 Cheese Sticks),279
aldrin elementary,Lunch,Chilled Mandarin Oranges (1/2 cup (drained)),247
aldrin elementary,Lunch,Golden Delicious Apple (Each),220
aldrin elementary,Lunch,Spicy Breaded Chicken Patty on Bun (Sandwich),213
aldrin elementary,Lunch,Fat Free White Milk (Each),209
aldrin elementary,Lunch,Whole Wheat Dinner Roll (2 rolls),209
aldrin elementary,Lunch,Broccoli Florets (1/4 cup),208
aldrin elementary,Lunch,Bottled Water (Bottle),204
aldrin elementary,Lunch,Mustard Packet (Packet),201
aldrin elementary,Lunch,Soft Pretzel (1 pretzel),187
aldrin elementary,Lunch,Chilled Mandarin Oranges (1/4 cup (drained)),172
aldrin elementary,Lunch,Chocolate Chip Cookie (1/2 Cookie),171
aldrin elementary,Lunch,Cooked  Brown Rice (1/2 cup cooked),171
aldrin elementary,Lunch,Cherry Tomatoes (1/4 cup),170
aldrin elementary,Lunch,Chickpeas (1/4 cup),164
aldrin elementary,Lunch,Strawberry Flavored Dried Cranberries (Each),154
aldrin elementary,Lunch,Marinara Sauce (1/2 cup),152
aldrin elementary,Lunch,Cherry Flavored Dried Cranberries (Each),151
aldrin elementary,Lunch,Watermelon Flavored Dried Cranberries (Each),146
aldrin elementary,Lunch,Cooked  Brown Rice (1 cup cooked),143
aldrin elementary,Lunch,Cheeseburger (Sandwich),137
aldrin elementary,Lunch,Potato Wedges (7 pieces),129
aldrin elementary,Lunch,Baby Carrots (6 Baby Carrots per 1/2 cup),123
aldrin elementary,Lunch,Chickenless Bites (4 Bites),121
aldrin elementary,Lunch,Corn (1/4 cup (thawed)),118
aldrin elementary,Lunch,Cheez-Its Crackers (Package),111
aldrin elementary,Lunch,"Apple Slices (3 slices, 1/4 cup)",106
aldrin elementary,Lunch,Doritos Wild White Nacho Flavored Tortilla Chips (Bag),106
aldrin elementary,Lunch,Nachos with Cheese Sauce (Serving),106
aldrin elementary,Lunch,Strawberry & Banana Yogurt Power Pack (Power Packs),105
aldrin elementary,Lunch,Blueberry Bread (1 square),97
aldrin elementary,Lunch,Whole Wheat Dinner Roll (Each),96
aldrin elementary,Lunch,Apple Juice (Each),94
aldrin elementary,Lunch,Corn (1/2 cup (cooked)),92
aldrin elementary,Lunch,Grape Tomatoes (1/4 cup),91
aldrin elementary,Lunch,Nachos with Turkey Barbacoa and Cheese Sauce (Serving),90
aldrin elementary,Lunch,Gala Apple (Each),89
aldrin elementary,Lunch,Asian Veggie Sub (sandwich),88
aldrin elementary,Lunch,Orange Chicken (4 Bites w/ 1oz sauce),82
aldrin elementary,Lunch,Beef Meatball Sub Sandwich (Sandwich),81
aldrin elementary,Lunch,Celery Sticks (1/2 cup),81
aldrin elementary,Lunch,Smartfood RF White Cheddar Popcorn (Each),78
aldrin elementary,Lunch,"Peppers, red, pre-sliced (1/2 cup sliced)",74
aldrin elementary,Lunch,Chilled Peaches (1/2 cup (drained)),72
aldrin elementary,Lunch,Chickenless Bites (2 Bites),71
aldrin elementary,Lunch,Orange Flavored Dried Cranberries (Each),71
aldrin elementary,Lunch,"Bread, Loco (flatbread)",70
aldrin elementary,Lunch,"Salsa, Mild Canned (1.5 oz)",70
aldrin elementary,Lunch,Chilled Peaches (1/4 cup (drained)),69
aldrin elementary,Lunch,Asian Meatball Sub (sandwich),67
aldrin elementary,Lunch,"Bread, Loco (1/2 piece)",67
aldrin elementary,Lunch,Whole Strawberries (1/2 cup thawed),67
aldrin elementary,Lunch,Marinara Sauce (1/4 Cup),65
aldrin elementary,Lunch,Black Beans (1/4 Cup),62
aldrin elementary,Lunch,Roasted Plantains (6 Slices),62
aldrin elementary,Lunch,Peach Yogurt Power Pack (Power Packs),61
aldrin elementary,Lunch,Raspberry Lemonade Flavored Dried Cranberries (Each),61
aldrin elementary,Lunch,Cherry Vanilla Yogurt Power Pack (Power Packs),60
aldrin elementary,Lunch,"Fruit Snacks, Welch's Mixed (Each)",60
aldrin elementary,Lunch,Apple Slices (6 Slices per 1/2 cup),59
aldrin elementary,Lunch,Cheese Quesadilla (Quesadilla),59
aldrin elementary,Lunch,"Frozen Berry, Triple Berry Blend (1/2 cup (thawed))",57
aldrin elementary,Lunch,Lettuce Blend Salad Mix (1 cup),57
aldrin elementary,Lunch,Grilled Cheese Sandwich (Sandwich),56
aldrin elementary,Lunch,Pasta with Meat Sauce (serving),54
aldrin elementary,Lunch,Orange Tangerine Juice (Each),52
aldrin elementary,Lunch,Spicy Chicken Wrap (Wrap),52
aldrin elementary,Lunch,Steamed Broccoli (1/2 cup),52
aldrin elementary,Lunch,Chicken Masala Drumstick (Drumstick),50
aldrin elementary,Lunch,IW Applesauce Cup (Each),50
aldrin elementary,Lunch,Orange Sauce (ounce),50
aldrin elementary,Lunch,Tex Mex Corn (1/2 cup),50
aldrin elementary,Lunch,Bean and Cheese Pupusa (Pupusa),49
aldrin elementary,Lunch,Graham Crackers (Package),49
aldrin elementary,Lunch,"Penne Pasta with Marinara and Beef Meatballs (cup cooked pasta, 1/2c sauce, 5 meatballs)",49
aldrin elementary,Lunch,Black Beans (1/2 Cup),48
aldrin elementary,Lunch,Orange Slices (6 Slices per 1/2 cup),48
aldrin elementary,Lunch,Alfredo & Basil Lasagna (Each),47
aldrin elementary,Lunch,Chicken & Vegetable Dumplings (6 dumplings),44
aldrin elementary,Lunch,"Cheese, Shredded, Cheddar (1/4 cup)",42
aldrin elementary,Lunch,Cucumber Slices (6 Slices per 1/2 cup),42
aldrin elementary,Lunch,Orange Chickenless Bites (4 bites),41
aldrin elementary,Lunch,Applesauce (1/2 Cup),40
aldrin elementary,Lunch,RF Kettle Chips Jalapeno & Cheddar Chips (Each),38
aldrin elementary,Lunch,Doritos Flamas (Each),37
aldrin elementary,Lunch,RF Kettle Chips Sea Salt & Vinegar Chips (Each),37
aldrin elementary,Lunch,"Sauce, Spicy Mayo (tbsp)",36
aldrin elementary,Lunch,Fish Tacos (2 Tacos),35
aldrin elementary,Lunch,Sour Cream (2 Tablespoons),35
aldrin elementary,Lunch,Chickpeas - salad bar entree (1/2 cup),33
aldrin elementary,Lunch,Steamed Baby Carrots (1/2 cup),33
aldrin elementary,Lunch,SS Baked Cheetos Flaming Hot (Each),32
aldrin elementary,Lunch,Orange (6 Slices per 1/2 cup),31
aldrin elementary,Lunch,Potato Wedges (4 pieces),31
aldrin elementary,Lunch,"Sauce, BBQ, HFCS-Free, Bulk, Low-Sodium (2 TBSP)",29
aldrin elementary,Lunch,"Peppers, green, pre-sliced (1/2 cup sliced)",28
aldrin elementary,Lunch,"WG 10"" Flour Tortilla (Tortilla)",28
aldrin elementary,Lunch,Orange (Each - serving),27
aldrin elementary,Lunch,Vegetable Dumpling (6 dumplings),27
aldrin elementary,Lunch,"Quesadilla, Turkey Barbacoa and Cheese (Quesadilla)",26
aldrin elementary,Lunch,Doritos RF Spicy Sweet Chili (Each),25
aldrin elementary,Lunch,Black Beans - salad bar entree (1/2 cup),24
aldrin elementary,Lunch,Manager's Vegetable Choice (1/2 cup),24
aldrin elementary,Lunch,Mandarin Orange Pepper Fruit Salsa (1 TBSP),24
aldrin elementary,Lunch,Kettle Cooked Smoky BBQ Chips (Each),23
aldrin elementary,Lunch,Kellogg’s W/G Rice Krispies Treats (Each),22
aldrin elementary,Lunch,Strawberry Chex Mix (Package),22
aldrin elementary,Lunch,Sub Roll (Sub Roll),21
aldrin elementary,Lunch,Doritos RF Nacho Cheese (Each),20
aldrin elementary,Lunch,"Patty, Chicken, Breaded, WG (2 strips)",20
aldrin elementary,Lunch,Turkey Barbacoa Arepa (1 Arepa + #10 scoop of turkey barbacoa),20
aldrin elementary,Lunch,BBQ Chicken Drumstick (Drumstick),19
aldrin elementary,Lunch,Original Flavored Dried Cranberries (Package),19
aldrin elementary,Lunch,"Onions, Red, Whole (2 Tablespoons (sliced))",18
aldrin elementary,Lunch,Roasted Plantains (3 Slices),18
aldrin elementary,Lunch,SS Baked Cheetos Flaming Limon (Each),18
aldrin elementary,Lunch,Broccoli Florets (6 Pieces per 1/2 cup),17
aldrin elementary,Lunch,Chickpeas (1/2 cup),17
aldrin elementary,Lunch,Corn (2 Tablespoons (thawed)),17
aldrin elementary,Lunch,"Patty, Chicken, Spicy, Breaded (2 strips)",17
aldrin elementary,Lunch,SS Cheetos Fantastix Flaming Hot (Each),17
aldrin elementary,Lunch,WG Chocolate Chip Rice Krispy Treats (Each),17
aldrin elementary,Lunch,Lay's RF Kettle Original Chips (Each),16
aldrin elementary,Lunch,Turkey Pepperoni Pizza (1.37 oz),16
aldrin elementary,Lunch,1% Unflavored Shelf-Stable Milk (Each),15
aldrin elementary,Lunch,Cool Ranch Reduced Fat Doritos (Each),15
aldrin elementary,Lunch,Grape Tomatoes (6 Tomatoes per 1/2 cup),15
aldrin elementary,Lunch,Nachos with Taco Meat and Cheese Sauce (Serving Size),15
aldrin elementary,Lunch,Chana Masala (1/2 cup),14
aldrin elementary,Lunch,Cherry Flavored Dried Cranberries (2 Eaches),14
aldrin elementary,Lunch,Cucumbers (1/2 cup sliced),14
aldrin elementary,Lunch,Assorted  4 oz Yogurt (Container),13
aldrin elementary,Lunch,Hot Turkey & Cheese (sandwich),13
aldrin elementary,Lunch,Strawberry Parfait Power Pack (Power Pack),13
aldrin elementary,Lunch,WG Baked Funyuns (Each),13
aldrin elementary,Lunch,"Apple, Slices, IW - ER Supper Only (Each)",12
aldrin elementary,Lunch,Cucumber Slices (2 Tablespoon),12
aldrin elementary,Lunch,Orange Flavored Dried Cranberries (2 Eaches),12
aldrin elementary,Lunch,Vegan Burger (Sandwich),12
aldrin elementary,Lunch,Natural Breakfast Syrup (Each),11
aldrin elementary,Lunch,"Peppers, Green, Whole (2 Tablespoon)",11
aldrin elementary,Lunch,"Sandwich, Turkey & Cheese (sandwich)",11
aldrin elementary,Lunch,String Cheese (Each),11
aldrin elementary,Lunch,Fish  Sandwich (Sandwich),10
aldrin elementary,Lunch,Fresh Whole Pear (Each),10
aldrin elementary,Lunch,"Peppers, Red, Whole (2 Tablespoons)",10
aldrin elementary,Lunch,Strawberry Flavored Dried Cranberries (2 Eaches),10
aldrin elementary,Lunch,Watermelon Flavored Dried Cranberries (2 Eaches),10
aldrin elementary,Lunch,"Carrots, Shredded (Cup)",9
aldrin elementary,Lunch,Chicken and Cheese Quesadilla (Quesadilla),9
aldrin elementary,Lunch,Sweet Thai Chili Sauce (ounce),9
aldrin elementary,Lunch,BBQ Chicken Sandwich (Sandwich),8
aldrin elementary,Lunch,Cherry Tomatoes (6 Tomatoes per 1/2 cup),8
aldrin elementary,Lunch,"Chicken, Bites (4 Bites)",8
aldrin elementary,Lunch,"Dough, Cookie, Double Chocolate, WG (1/2 Cookie)",8
aldrin elementary,Lunch,Hamburger (Sandwich),8
aldrin elementary,Lunch,"Turkey,  Breast, Pre-Sliced, Oven Roasted (3 Slices)",8
aldrin elementary,Lunch,Apple Cinnamon Spread (Each),7
aldrin elementary,Lunch,"Milk, Lactose Free,  Fat Free, Shelf-Stable (Each)",7
aldrin elementary,Lunch,Sweet Thai Chili Chicken Wings (3 Wings),7
aldrin elementary,Lunch,"Tomato, Large, whole, Plum (1/4 cup sliced)",7
aldrin elementary,Lunch,Apple Cinnamon Bread (1oz Grain (1/64 Baked Pan)),6
aldrin elementary,Lunch,Apple Cinnamon Bread (Grain for entree) (1 square),6
aldrin elementary,Lunch,Applesauce (1/4 cup),6
aldrin elementary,Lunch,Arepa w/Taco Beef (1 Aprea + #8 scoop of beef),6
aldrin elementary,Lunch,Chicken Quesadilla (quesadilla),6
aldrin elementary,Lunch,"Frozen, Blueberries (1/2 cup)",6
aldrin elementary,Lunch,Nachos with Black Beans and Cheese Sauce (Serving),6
aldrin elementary,Lunch,"Peppers, red, pre-sliced (1/4 cup sliced)",6
aldrin elementary,Lunch,Breaded  Chicken Patty on a Bun (Sandwich),5
aldrin elementary,Lunch,"Carrots, IW,   Super Snack (2 each)",5
aldrin elementary,Lunch,Chicken Tikka Masala (1/2 cup),5
aldrin elementary,Lunch,Chickpeas (2 Tablespoons),5
aldrin elementary,Lunch,Chilled Peaches (1/2 cup),5
aldrin elementary,Lunch,"Green Beans, Frozen (1/2 cup)",5
aldrin elementary,Lunch,"Lactose Free, White Milk (Each)",5
aldrin elementary,Lunch,"Patty, Chicken, Spicy, Breaded (Patty)",5
aldrin elementary,Lunch,"Peppers, green, pre-sliced (1/4 cup sliced)",5
aldrin elementary,Lunch,Potstickers (6 Potstickers),5
aldrin elementary,Lunch,Red Seedless Grapes (2 Tablespoons),5
aldrin elementary,Lunch,"Apple Slices (6 Slices, 1/2 cup)",4
aldrin elementary,Lunch,Broccoli Alfredo Pasta (1 cup),4
aldrin elementary,Lunch,Carrot and Celery Sticks (1/2 cup),4
aldrin elementary,Lunch,Celery Sticks (1/4 cup),4
aldrin elementary,Lunch,Cheddar Chex Mix (Package),4
aldrin elementary,Lunch,Chicken Tenders Sub (Sandwich),4
aldrin elementary,Lunch,"Chicken, Wings, Pre-Cooked (3 Wings)",4
aldrin elementary,Lunch,Corn (1/2 cup (thawed)),4
aldrin elementary,Lunch,Fat Free Unflavored Shelf-Stable Milk (Each),4
aldrin elementary,Lunch,Flour Tortilla (Tortilla),4
aldrin elementary,Lunch,IW Heartzels Pretzels (Package),4
aldrin elementary,Lunch,"Onions, Red, Whole (1/4 cup (sliced))",4
aldrin elementary,Lunch,Orange Slices (Each),4
aldrin elementary,Lunch,Raspberry Lemonade Flavored Dried Cranberries (2 Eaches),4
aldrin elementary,Lunch,Tomato Soup (8 oz Ladle),4
aldrin elementary,Lunch,Assorted Craisins (Packet),3
aldrin elementary,Lunch,Black Beans (1/2 cup),3
aldrin elementary,Lunch,Black Beans (2 Tablespoons),3
aldrin elementary,Lunch,Blueberry Bread (1oz Grain (1/64 Baked Pan)),3
aldrin elementary,Lunch,"Chicken, Bites, Breaded (4 Bites)",3
aldrin elementary,Lunch,Cucumber Slices (1/2 cup),3
aldrin elementary,Lunch,"Frozen Berry, Triple Berry Blend (1/4 cup (thawed))",3
aldrin elementary,Lunch,"Lettuce, Green Salad Mix (1 cup)",3
aldrin elementary,Lunch,Maple Belgian Waffle (Waffle),3
aldrin elementary,Lunch,"Penne Pasta with Marinara and Beef Meatballs (1/2 cup cooked pasta, 1/2c sauce, 5 meatballs)",3
aldrin elementary,Lunch,"Peppers, Red, Whole (1/4 cup)",3
aldrin elementary,Lunch,Pineapple Pepper Fruit Salsa (1 TBSP),3
aldrin elementary,Lunch,Potato Encrusted Breaded Pollock (Fillet),3
aldrin elementary,Lunch,Roasted Sunflower Seeds (Package),3
aldrin elementary,Lunch,"Salsa, Mild Canned (2 Tablespoons)",3
aldrin elementary,Lunch,"Taco, Turkey Barbacoa, Loco Bread (2 Tacos)",3
aldrin elementary,Lunch,Tomato & Basil Lasagna (Each),3
aldrin elementary,Lunch,Vanilla Sugar Cookie (1/2 Cookie),3
aldrin elementary,Lunch,Whole Strawberries (1/4 cup thawed),3
aldrin elementary,Lunch,Yellow Peach (Each),3
aldrin elementary,Lunch,"Applesauce, IW, Cinnamon. Unsweetened, Shelf-Stable (SUB) (Each)",2
aldrin elementary,Lunch,"Batter, Pumpkin Bread (1oz Grain (1/64 Baked Pan))",2
aldrin elementary,Lunch,"Beef, Taco Meat, Pre-Cooked (1/2 cup (#8 scoop))",2
aldrin elementary,Lunch,"Bread, English Muffin, WG (Each)",2
aldrin elementary,Lunch,"Calzone, Cheese (Each)",2
aldrin elementary,Lunch,Chicken Alfredo Pasta (1 cup),2
aldrin elementary,Lunch,Chicken Alfredo Pasta (heaping 1 cup ( #4 scoop)),2
aldrin elementary,Lunch,Chicken Philly Sandwich (each),2
aldrin elementary,Lunch,Corn (1/4 cup (cooked)),2
aldrin elementary,Lunch,Creamy Cabbage Slaw (1/4 cup),2
aldrin elementary,Lunch,Korean Chicken Drumstick (Drumstick),2
aldrin elementary,Lunch,Nachos with Cheese Sauce (serving size),2
aldrin elementary,Lunch,"Peanut Butter and Jelly Sandwich, IW (Each)",2
aldrin elementary,Lunch,"Peppers, Green, Whole (1/2 cup)",2
aldrin elementary,Lunch,"Pizza, Turkey Pepperoni, Slice (Slice)",2
aldrin elementary,Lunch,Pumpkin Bread (1 square),2
aldrin elementary,Lunch,Ranch Dressing Packet (Packet),2
aldrin elementary,Lunch,"Sandwich, Turkey & Cheese on Sub Roll (sandwich)",2
aldrin elementary,Lunch,Sweet N' Salty Popcorn (Bag),2
aldrin elementary,Lunch,Assorted Cereal (Cereal Cup),1
aldrin elementary,Lunch,Assorted Whole Fruit (Piece of Fruit),1
aldrin elementary,Lunch,BBQ Chickenless Bites (4 bites),1
aldrin elementary,Lunch,BBQ Sandwich (Sandwich),1
aldrin elementary,Lunch,BBQ Vegan Burger (Sandwich),1
aldrin elementary,Lunch,Bagel (Bagel),1
aldrin elementary,Lunch,Beef Meatballs (Serving),1
aldrin elementary,Lunch,Biscuit (Biscuit),1
aldrin elementary,Lunch,"Bread, Hamburger Bun (Bun)",1
aldrin elementary,Lunch,Broccoli Florets (Cup),1
aldrin elementary,Lunch,"CLPP, Grape Tomatoes (1/2 cup)",1
aldrin elementary,Lunch,"Carrots, IW,   Super Snack (each)",1
aldrin elementary,Lunch,"Carrots, Slims Bulk (Sub For Receiving Only) (3 baby carrots per 1/4 cup)",1
aldrin elementary,Lunch,"Cheese Sauce, Frozen, Nacho (1/2 cup)",1
aldrin elementary,Lunch,"Cheese, Shredded, Cheddar (Cup)",1
aldrin elementary,Lunch,"Cheese, Shredded, Mozzarella (1/4 cup)",1
aldrin elementary,Lunch,Cherry Vanilla Yogurt (Container),1
aldrin elementary,Lunch,Chicken Eggroll (2 Egg Rolls),1
aldrin elementary,Lunch,"Chicken, Bites, Korean (4 Bites w/ 1oz sauce)",1
aldrin elementary,Lunch,Chilled Pineapple (1/2 cup),1
aldrin elementary,Lunch,Chilled Pineapple (1/4 cup),1
aldrin elementary,Lunch,Cucumber Slices (3/4 cup),1
aldrin elementary,Lunch,Fish Filet Potato Encrusted (each),1
aldrin elementary,Lunch,Granola (1/4 cup),1
aldrin elementary,Lunch,Korean BBQ Chickenless Bites (4 bites),1
aldrin elementary,Lunch,Mac & Cheese (2/3 cup),1
aldrin elementary,Lunch,Mandarin Orange Parfait (Parfait),1
aldrin elementary,Lunch,"Milk, Soy, Plain, Bulk (12/32 oz) (1 cup)",1
aldrin elementary,Lunch,"Milk, Soy, Vanilla (24/8 oz) (each)",1
aldrin elementary,Lunch,Mini Maple Pancakes (Package),1
aldrin elementary,Lunch,Nachos w/Shredded Chicken and Cheese Sauce (Serving Size),1
aldrin elementary,Lunch,Natural Grape Jam (Packet),1
aldrin elementary,Lunch,"Nutri-Grain, Apple Cinnamon (each)",1
aldrin elementary,Lunch,"Nutri-Grain, Blueberry (each)",1
aldrin elementary,Lunch,Orange Slices (9 slices per 3/4 cup),1
aldrin elementary,Lunch,"Parfait, Triple Berry (Parfait)",1
aldrin elementary,Lunch,"Pasta, Baked Penne (1 cup)",1
aldrin elementary,Lunch,"Pasta, Lasagna Roll-Up, Cheese (Each)",1
aldrin elementary,Lunch,"Patty, Chicken, Breaded, WG (Serving)",1
aldrin elementary,Lunch,"Peppers, Green, Whole (1/4 cup)",1
aldrin elementary,Lunch,"Quesadilla, Cheese w/ 6 Inch Tortillas (Quesadilla)",1
aldrin elementary,Lunch,"Quesadilla, Chicken & Cheese (Shred Chicken) 6 in Tortilla (Quesadilla)",1
aldrin elementary,Lunch,Soft Beef Taco on Flour Tortilla (Taco),1
aldrin elementary,Lunch,Steamed Baby Carrots (1/4 cup),1
aldrin elementary,Lunch,Steamed Broccoli (1/4 cups),1
aldrin elementary,Lunch,Strawberry Parfait (Parfait),1
aldrin elementary,Lunch,String Cheese (1 Stick),1
